User,Date,NumOfActsInDay
19199,2010-04-12,16
19199,2010-04-13,18
19199,2010-04-14,13
19199,2010-04-15,12
19199,2010-04-17,12
19199,2010-04-19,11
19199,2010-04-20,9
19199,2010-04-22,12
19199,2010-04-24,9
19199,2010-04-25,14
19199,2010-04-26,13
19199,2010-04-27,14
19199,2010-04-28,16
19199,2010-05-03,13
19199,2010-05-07,14
19199,2010-05-09,14
19199,2010-05-11,10
19199,2010-05-12,15
19199,2010-05-17,9
19199,2010-05-18,12
19199,2010-05-20,11
19199,2010-05-23,15
19199,2010-05-24,11
19199,2010-05-25,11
19199,2010-05-26,18
19199,2010-05-27,48
19199,2010-05-28,62
19199,2010-05-29,11
19199,2010-06-05,25
19199,2010-06-06,32
19199,2010-06-07,43
19199,2010-06-08,30
19199,2010-06-09,14
19199,2010-06-10,31
19199,2010-06-11,44
19199,2010-06-12,14
19199,2010-06-16,9
19199,2010-06-18,10
19199,2010-06-23,8
19199,2010-06-25,11
19199,2010-06-29,11
19199,2010-07-03,10
19199,2010-07-04,15
19199,2010-07-06,12
19199,2010-07-07,9
19199,2010-07-12,10
19199,2010-07-13,19
19199,2010-07-14,21
19199,2010-07-15,18
19199,2010-07-17,29
19199,2010-07-18,24
19199,2010-07-22,9
19199,2010-07-26,9
19199,2010-07-27,8
19199,2010-08-05,10
19199,2010-08-06,11
19199,2010-08-07,10
19199,2010-08-20,11
19199,2010-08-21,9
19199,2010-08-23,12
19199,2010-08-25,10
19199,2010-08-27,11
19199,2010-09-03,10
19199,2010-09-17,14
19199,2010-09-25,9
19199,2010-09-30,16
19199,2010-10-08,16
19199,2010-10-09,24
19199,2010-10-15,10
19199,2010-10-29,14
19199,2010-10-31,14
19199,2010-11-11,11
19199,2010-11-19,9
19199,2010-11-20,20
19199,2010-11-21,14
19199,2010-12-15,9
19199,2011-01-21,6
19199,2011-01-24,17
19199,2011-02-18,12
19199,2011-02-28,15
19199,2011-03-04,15
19199,2011-03-08,14
19199,2011-03-09,10
19199,2011-03-10,20
19199,2011-03-11,17
19199,2011-03-13,10
19199,2011-03-25,9
19199,2011-03-29,11
19199,2011-04-01,7
19199,2011-04-15,13
19199,2011-04-16,22
19199,2011-05-10,10
19199,2011-05-12,8
19199,2011-05-14,20
19199,2011-05-17,12
19199,2011-05-18,17
19199,2011-05-19,11
19199,2011-05-20,16
19199,2011-06-04,16
19199,2011-06-06,13
19199,2011-06-07,16
19199,2011-06-08,10
19199,2011-06-10,11
19199,2011-06-12,19
19240,2009-12-01,13
19240,2009-12-05,26
19240,2009-12-09,13
19240,2009-12-10,24
19240,2009-12-11,21
19240,2009-12-12,23
19240,2009-12-15,15
19240,2009-12-19,44
19240,2009-12-23,80
19240,2009-12-27,24
19240,2009-12-29,36
19240,2009-12-30,47
19240,2009-12-31,73
19240,2010-01-01,57
19240,2010-01-05,31
19240,2010-01-07,65
19240,2010-01-08,151
19240,2010-01-12,10
19240,2010-01-13,74
19240,2010-01-14,72
19240,2010-01-15,40
19240,2010-01-16,63
19240,2010-01-17,29
19240,2010-01-20,105
19240,2010-01-27,98
19240,2010-01-30,174
19240,2010-02-01,55
19240,2010-02-05,19
19240,2010-02-06,13
19240,2010-02-07,106
19240,2010-02-11,77
19240,2010-02-17,153
19240,2010-02-19,27
19240,2010-02-21,37
19240,2010-02-22,62
19240,2010-02-26,180
19240,2010-02-27,24
19240,2010-02-28,104
19240,2010-03-01,14
19240,2010-03-02,30
19240,2010-03-03,23
19240,2010-03-04,47
19240,2010-03-05,15
19240,2010-03-08,30
19240,2010-03-12,10
19240,2010-03-20,46
19240,2010-04-03,41
19240,2010-04-07,12
19240,2010-04-09,133
19240,2010-04-10,47
19240,2010-04-12,12
19240,2010-04-13,15
19240,2010-04-14,16
19240,2010-04-22,17
19240,2010-05-30,21
19240,2010-06-28,37
19240,2010-08-25,33
19240,2010-12-10,16
19240,2010-12-23,18
19240,2010-12-27,10
19240,2011-04-26,42
19240,2011-04-29,13
19250,2009-11-21,9
19250,2009-11-22,16
19250,2009-11-23,10
19250,2009-11-24,19
19250,2009-11-25,23
19250,2009-11-26,21
19250,2009-11-28,11
19250,2009-11-30,13
19250,2009-12-01,12
19250,2009-12-02,11
19250,2009-12-08,19
19250,2009-12-09,29
19250,2009-12-10,17
19250,2009-12-12,36
19250,2009-12-13,18
19250,2009-12-14,18
19250,2009-12-16,12
19250,2009-12-17,28
19250,2009-12-18,25
19250,2009-12-19,9
19250,2009-12-27,11
19250,2009-12-28,13
19250,2009-12-30,21
19250,2009-12-31,15
19250,2010-01-01,19
19250,2010-01-02,16
19250,2010-01-11,19
19250,2010-01-14,12
19250,2010-01-22,18
19250,2010-01-29,31
19250,2010-02-04,18
19250,2010-02-11,18
19250,2010-02-12,18
19250,2010-02-14,19
19250,2010-02-15,17
19250,2010-02-20,19
19250,2010-02-23,23
19250,2010-03-01,10
19250,2010-03-11,27
19250,2010-03-14,13
19250,2010-03-17,21
19250,2010-03-27,13
19250,2010-04-29,91
19250,2010-04-30,62
19250,2010-05-01,82
19250,2010-05-03,28
19250,2010-05-27,38
19250,2010-06-08,35
19250,2010-06-10,16
19250,2010-06-23,28
19250,2010-07-17,10
19250,2010-08-02,34
19250,2010-08-03,39
19250,2010-08-04,26
19250,2010-11-02,12
19250,2011-01-03,12
19334,2009-12-31,44
19334,2010-01-02,66
19334,2010-01-03,48
19334,2010-01-04,13
19334,2010-01-05,16
19334,2010-01-06,43
19334,2010-01-07,15
19334,2010-01-09,17
19334,2010-01-12,16
19334,2010-01-13,21
19334,2010-01-17,10
19334,2010-01-18,41
19334,2010-01-19,17
19334,2010-01-20,19
19334,2010-01-21,80
19334,2010-01-22,20
19334,2010-01-23,73
19334,2010-01-24,18
19334,2010-01-25,19
19334,2010-01-26,41
19334,2010-01-27,43
19334,2010-01-29,12
19334,2010-01-30,16
19334,2010-02-01,15
19334,2010-02-02,30
19334,2010-02-04,21
19334,2010-02-05,12
19334,2010-02-06,41
19334,2010-02-08,13
19334,2010-02-09,13
19334,2010-02-10,21
19334,2010-02-11,32
19334,2010-02-12,21
19334,2010-02-13,18
19334,2010-02-14,37
19334,2010-02-15,21
19334,2010-02-16,22
19334,2010-02-18,36
19334,2010-02-19,22
19334,2010-02-23,12
19334,2010-02-24,27
19334,2010-02-26,15
19334,2010-02-27,27
19334,2010-02-28,33
19334,2010-03-04,15
19334,2010-03-08,11
19334,2010-03-09,25
19334,2010-03-26,16
19334,2010-04-01,12
19334,2010-04-03,12
19334,2010-04-10,10
19334,2010-05-18,14
19334,2010-05-21,34
19334,2010-06-20,17
19334,2010-06-29,10
19334,2010-07-21,33
19334,2010-08-23,7
19334,2010-08-24,9
19341,2009-11-18,10
19341,2009-11-19,16
19341,2009-11-20,14
19341,2009-11-21,32
19341,2009-11-22,26
19341,2009-11-28,23
19341,2009-12-08,12
19341,2009-12-09,12
19341,2009-12-10,11
19341,2009-12-13,22
19341,2009-12-17,29
19341,2009-12-18,23
19341,2009-12-19,16
19341,2009-12-20,64
19341,2009-12-21,30
19341,2009-12-22,27
19341,2009-12-23,26
19341,2009-12-24,31
19341,2009-12-27,14
19341,2009-12-28,17
19341,2010-01-02,10
19341,2010-01-03,27
19341,2010-01-04,16
19341,2010-01-05,9
19341,2010-01-06,28
19341,2010-01-11,23
19341,2010-01-15,62
19341,2010-01-16,18
19341,2010-01-17,13
19341,2010-01-18,14
19341,2010-01-19,10
19341,2010-01-22,45
19341,2010-01-24,12
19341,2010-01-26,14
19341,2010-01-27,21
19341,2010-01-28,27
19341,2010-01-29,37
19341,2010-01-30,15
19341,2010-02-01,27
19341,2010-02-07,31
19341,2010-02-08,13
19341,2010-02-09,57
19341,2010-02-12,29
19341,2010-02-14,12
19341,2010-02-17,35
19341,2010-02-18,42
19341,2010-02-19,61
19341,2010-02-22,10
19341,2010-02-24,62
19341,2010-02-25,12
19341,2010-02-26,11
19341,2010-02-27,11
19341,2010-02-28,18
19341,2010-03-02,41
19341,2010-03-03,12
19341,2010-03-06,34
19341,2010-03-08,77
19341,2010-03-09,53
19341,2010-03-10,31
19341,2010-03-14,17
19341,2010-03-16,14
19341,2010-03-17,40
19341,2010-03-18,12
19341,2010-03-19,32
19341,2010-03-20,55
19341,2010-03-21,47
19341,2010-04-07,18
19341,2010-04-11,27
19341,2010-04-12,12
19341,2010-04-13,52
19341,2010-04-15,47
19341,2010-04-25,10
19341,2010-04-28,19
19341,2010-05-23,9
19341,2010-05-24,32
19341,2010-06-11,10
19341,2010-06-15,11
19341,2010-06-20,10
19341,2010-06-25,9
19341,2010-07-09,9
19341,2010-07-28,14
19341,2010-08-09,11
19341,2010-08-14,11
19341,2010-08-19,22
19341,2010-08-20,12
19341,2010-09-16,9
19341,2010-09-21,11
19341,2010-09-22,26
19341,2010-09-23,17
19341,2010-09-29,12
19341,2010-09-30,27
19341,2010-10-01,16
19341,2010-10-20,15
19341,2010-10-22,13
19341,2010-10-23,17
19341,2010-10-24,11
19341,2010-10-26,34
19341,2010-10-28,21
19341,2010-10-29,13
19341,2010-11-02,17
19341,2010-11-04,22
19341,2010-11-05,10
19341,2010-11-06,18
19341,2010-11-13,15
19341,2010-11-14,12
19341,2010-11-17,11
19341,2010-11-18,31
19341,2010-11-19,10
19341,2010-11-20,15
19341,2010-11-25,51
19341,2010-11-26,8
19341,2010-12-09,16
19341,2010-12-14,29
19341,2010-12-15,31
19341,2010-12-21,10
19341,2010-12-30,28
19341,2011-01-09,23
19341,2011-01-10,100
19341,2011-01-11,104
19341,2011-01-12,42
19341,2011-01-17,28
19341,2011-01-19,17
19341,2011-01-20,18
19341,2011-01-21,24
19341,2011-01-25,15
19341,2011-01-29,19
19341,2011-02-05,23
19341,2011-02-10,12
19341,2011-02-18,21
19341,2011-02-26,36
19341,2011-02-27,25
19341,2011-03-02,13
19341,2011-03-06,18
19341,2011-03-12,17
19341,2011-03-13,37
19341,2011-04-13,12
19341,2011-04-19,12
19341,2011-04-20,21
19341,2011-05-24,13
19341,2011-05-26,21
19352,2009-11-18,16
19352,2009-11-19,46
19352,2009-11-20,30
19352,2009-11-22,38
19352,2009-11-23,39
19352,2009-11-24,38
19352,2009-11-27,15
19352,2009-11-30,17
19352,2009-12-01,13
19352,2009-12-04,57
19352,2009-12-05,77
19352,2009-12-06,96
19352,2009-12-07,123
19352,2009-12-08,94
19352,2009-12-09,43
19352,2009-12-10,54
19352,2009-12-11,59
19352,2009-12-12,53
19352,2009-12-13,28
19352,2009-12-17,25
19352,2009-12-18,44
19352,2009-12-21,130
19352,2009-12-22,28
19352,2009-12-24,34
19352,2009-12-25,33
19352,2009-12-26,43
19352,2009-12-27,22
19352,2009-12-29,27
19352,2009-12-30,59
19352,2009-12-31,25
19352,2010-01-01,28
19352,2010-01-02,33
19352,2010-01-03,20
19352,2010-01-04,63
19352,2010-01-05,49
19352,2010-01-06,61
19352,2010-01-07,33
19352,2010-01-08,51
19352,2010-01-10,15
19352,2010-01-11,36
19352,2010-01-12,15
19352,2010-01-13,108
19352,2010-01-14,92
19352,2010-01-15,16
19352,2010-01-18,37
19352,2010-01-19,10
19352,2010-01-20,27
19352,2010-01-21,30
19352,2010-01-22,15
19352,2010-01-23,11
19352,2010-01-24,17
19352,2010-01-25,23
19352,2010-01-26,52
19352,2010-01-29,41
19352,2010-02-01,25
19352,2010-02-02,23
19352,2010-02-03,60
19352,2010-02-04,22
19352,2010-02-08,14
19352,2010-02-10,14
19352,2010-02-12,19
19352,2010-02-13,20
19352,2010-02-14,18
19352,2010-02-15,63
19352,2010-02-16,23
19352,2010-02-17,81
19352,2010-02-18,20
19352,2010-02-19,36
19352,2010-02-20,32
19352,2010-02-21,69
19352,2010-02-22,10
19352,2010-02-24,11
19352,2010-03-01,24
19352,2010-03-02,11
19352,2010-03-04,14
19352,2010-03-06,22
19352,2010-03-07,16
19352,2010-03-17,19
19352,2010-03-22,42
19352,2010-03-23,14
19352,2010-04-06,35
19352,2010-04-29,10
19352,2010-05-05,11
19352,2010-06-24,10
19416,2009-11-19,11
19416,2009-11-20,13
19416,2009-11-24,11
19416,2009-11-25,12
19416,2009-11-28,10
19416,2009-11-29,10
19416,2009-11-30,17
19416,2009-12-01,15
19416,2009-12-06,16
19416,2009-12-09,40
19416,2009-12-10,13
19416,2009-12-12,60
19416,2009-12-13,13
19416,2009-12-14,35
19416,2009-12-15,90
19416,2009-12-16,102
19416,2009-12-17,19
19416,2009-12-18,148
19416,2009-12-19,136
19416,2009-12-21,28
19416,2009-12-22,46
19416,2009-12-23,117
19416,2009-12-24,11
19416,2009-12-25,161
19416,2009-12-26,142
19416,2009-12-27,26
19416,2009-12-28,77
19416,2009-12-29,114
19416,2009-12-30,50
19416,2009-12-31,81
19416,2010-01-01,107
19416,2010-01-02,105
19416,2010-01-03,52
19416,2010-01-04,153
19416,2010-01-05,97
19416,2010-01-08,29
19416,2010-01-09,15
19416,2010-01-10,18
19416,2010-01-11,49
19416,2010-01-12,33
19416,2010-01-13,11
19416,2010-01-14,18
19416,2010-01-15,316
19416,2010-01-16,476
19416,2010-01-17,423
19416,2010-01-18,229
19416,2010-01-19,104
19416,2010-01-20,39
19416,2010-01-22,26
19416,2010-01-26,40
19416,2010-01-27,72
19416,2010-01-28,47
19416,2010-01-29,56
19416,2010-01-30,123
19416,2010-01-31,59
19416,2010-02-01,20
19416,2010-02-02,35
19416,2010-02-03,13
19416,2010-02-04,48
19416,2010-02-05,31
19416,2010-02-06,11
19416,2010-02-07,57
19416,2010-02-08,19
19416,2010-02-09,36
19416,2010-02-13,29
19416,2010-02-14,30
19416,2010-02-16,31
19416,2010-02-17,133
19416,2010-02-18,27
19416,2010-02-19,34
19416,2010-02-20,43
19416,2010-02-21,12
19416,2010-02-23,102
19416,2010-02-24,106
19416,2010-02-26,38
19416,2010-02-27,28
19416,2010-03-02,26
19416,2010-03-03,12
19416,2010-03-05,15
19416,2010-03-06,15
19416,2010-03-08,17
19416,2010-03-10,91
19416,2010-03-11,76
19416,2010-03-12,83
19416,2010-03-18,11
19416,2010-03-19,26
19416,2010-03-23,52
19416,2010-03-25,55
19416,2010-03-26,54
19416,2010-03-27,18
19416,2010-03-31,97
19416,2010-04-01,40
19416,2010-04-02,36
19416,2010-04-03,35
19416,2010-04-06,16
19416,2010-04-09,9
19416,2010-04-10,29
19416,2010-04-13,46
19416,2010-04-14,20
19416,2010-04-15,30
19416,2010-04-16,24
19416,2010-04-20,33
19416,2010-04-21,22
19416,2010-04-23,35
19416,2010-04-25,69
19416,2010-04-29,11
19416,2010-04-30,19
19416,2010-05-01,91
19416,2010-05-02,22
19416,2010-05-04,20
19416,2010-05-08,8
19416,2010-05-13,13
19416,2010-05-14,40
19416,2010-05-15,9
19416,2010-05-16,11
19416,2010-05-17,15
19416,2010-05-19,38
19416,2010-05-20,27
19416,2010-05-21,9
19416,2010-05-22,28
19416,2010-05-27,13
19416,2010-05-28,18
19416,2010-05-29,42
19416,2010-05-30,88
19416,2010-05-31,86
19416,2010-06-01,47
19416,2010-06-02,81
19416,2010-06-03,40
19416,2010-06-04,18
19416,2010-06-05,76
19416,2010-06-06,49
19416,2010-06-10,31
19416,2010-06-11,32
19416,2010-06-14,17
19416,2010-06-18,27
19416,2010-07-02,86
19416,2010-07-05,97
19416,2010-07-14,16
19416,2010-07-30,36
19416,2010-08-10,28
19416,2010-08-11,12
19416,2010-08-14,28
19416,2010-08-17,18
19416,2010-08-18,22
19416,2010-08-21,85
19416,2010-08-23,10
19416,2010-08-24,22
19416,2010-08-25,18
19416,2010-08-26,38
19416,2010-08-28,63
19416,2010-08-29,40
19416,2010-08-30,22
19416,2010-08-31,49
19416,2010-09-01,23
19416,2010-09-02,14
19416,2010-09-03,20
19416,2010-09-05,59
19416,2010-09-06,374
19416,2010-09-07,455
19416,2010-09-08,365
19416,2010-09-09,407
19416,2010-09-10,242
19416,2010-09-11,12
19416,2010-09-12,195
19416,2010-09-13,23
19416,2010-09-15,41
19416,2010-09-16,18
19416,2010-09-19,51
19416,2010-09-22,10
19416,2010-10-04,14
19416,2010-10-08,44
19416,2010-10-09,11
19416,2010-10-16,46
19416,2010-10-17,14
19416,2010-11-03,12
19416,2010-11-04,14
19416,2010-11-12,9
19416,2010-11-14,100
19416,2010-11-16,13
19416,2010-11-18,31
19416,2010-11-19,45
19416,2010-11-20,30
19416,2010-11-21,32
19416,2010-11-22,12
19416,2010-11-23,57
19416,2010-11-24,12
19416,2010-11-25,35
19416,2010-11-26,609
19416,2010-11-27,135
19416,2010-11-28,153
19416,2010-12-01,114
19416,2010-12-02,31
19416,2010-12-03,26
19416,2010-12-04,46
19416,2010-12-06,12
19416,2010-12-07,10
19416,2010-12-08,31
19416,2010-12-09,10
19416,2010-12-11,18
19416,2010-12-12,38
19416,2010-12-13,24
19416,2010-12-14,14
19416,2010-12-15,19
19416,2010-12-17,128
19416,2010-12-18,36
19416,2010-12-19,76
19416,2010-12-23,23
19416,2011-01-01,22
19416,2011-01-21,23
19416,2011-01-27,8
19416,2011-02-07,58
19416,2011-02-08,23
19416,2011-02-09,10
19416,2011-02-10,12
19416,2011-02-13,12
19416,2011-03-10,10
19416,2011-03-11,17
19416,2011-03-18,17
19416,2011-03-24,13
19416,2011-04-11,17
19416,2011-05-07,47
19416,2011-05-08,11
19416,2011-05-28,30
19416,2011-05-29,179
19416,2011-05-30,21
19416,2011-06-02,10
19416,2011-06-04,83
19522,2009-11-19,47
19522,2009-11-20,82
19522,2009-11-21,50
19522,2009-11-22,84
19522,2009-11-23,90
19522,2009-11-24,49
19522,2009-11-25,123
19522,2009-11-26,100
19522,2009-11-27,39
19522,2009-11-28,36
19522,2009-11-30,101
19522,2009-12-01,127
19522,2009-12-02,120
19522,2009-12-03,99
19522,2009-12-04,146
19522,2009-12-05,106
19522,2009-12-07,103
19522,2009-12-08,147
19522,2009-12-09,51
19522,2009-12-10,41
19522,2009-12-11,157
19522,2009-12-13,17
19522,2009-12-14,18
19522,2009-12-15,49
19522,2009-12-16,113
19522,2009-12-17,45
19522,2009-12-18,31
19522,2009-12-20,32
19522,2009-12-21,64
19522,2009-12-22,68
19522,2009-12-23,29
19522,2009-12-24,97
19522,2009-12-25,24
19522,2009-12-26,19
19522,2009-12-29,82
19522,2009-12-30,58
19522,2009-12-31,63
19522,2010-01-02,29
19522,2010-01-03,51
19522,2010-01-04,136
19522,2010-01-05,62
19522,2010-01-06,16
19522,2010-01-07,105
19522,2010-01-08,63
19522,2010-01-09,16
19522,2010-01-10,55
19522,2010-01-11,27
19522,2010-01-12,55
19522,2010-01-13,48
19522,2010-01-14,125
19522,2010-01-15,75
19522,2010-01-16,14
19522,2010-01-18,29
19522,2010-01-19,102
19522,2010-01-20,17
19522,2010-01-21,35
19522,2010-01-22,23
19522,2010-01-23,32
19522,2010-01-25,12
19522,2010-01-26,45
19522,2010-01-27,60
19522,2010-01-28,52
19522,2010-01-29,76
19522,2010-01-30,31
19522,2010-01-31,21
19522,2010-02-01,36
19522,2010-02-02,133
19522,2010-02-03,29
19522,2010-02-04,32
19522,2010-02-05,23
19522,2010-02-06,75
19522,2010-02-07,59
19522,2010-02-08,30
19522,2010-02-09,74
19522,2010-02-10,26
19522,2010-02-11,28
19522,2010-02-12,22
19522,2010-02-13,62
19522,2010-02-14,19
19522,2010-02-16,26
19522,2010-02-17,47
19522,2010-02-18,157
19522,2010-02-19,76
19522,2010-02-20,43
19522,2010-02-21,25
19522,2010-02-22,27
19522,2010-02-23,46
19522,2010-02-24,106
19522,2010-02-25,44
19522,2010-02-26,44
19522,2010-02-27,15
19522,2010-03-01,16
19522,2010-03-06,41
19522,2010-03-08,28
19522,2010-03-09,67
19522,2010-03-10,57
19522,2010-03-11,83
19522,2010-03-12,16
19522,2010-03-14,23
19522,2010-03-16,99
19522,2010-03-17,43
19522,2010-03-18,12
19522,2010-03-19,12
19522,2010-03-22,13
19522,2010-03-23,44
19522,2010-03-24,105
19522,2010-03-25,25
19522,2010-03-26,19
19522,2010-03-28,56
19522,2010-03-29,43
19522,2010-03-30,30
19522,2010-03-31,15
19522,2010-04-01,37
19522,2010-04-05,19
19522,2010-04-06,44
19522,2010-04-07,23
19522,2010-04-08,17
19522,2010-04-13,57
19522,2010-04-14,54
19522,2010-04-15,34
19522,2010-04-20,13
19522,2010-04-21,13
19522,2010-04-23,8
19522,2010-04-24,11
19522,2010-04-26,15
19522,2010-04-27,18
19522,2010-05-03,18
19522,2010-05-05,17
19522,2010-05-26,26
19522,2010-05-27,19
19522,2010-06-23,10
19522,2010-06-25,50
19522,2010-06-26,10
19522,2010-06-28,17
19522,2010-06-29,17
19534,2009-11-29,45
19534,2009-12-03,15
19534,2009-12-10,24
19534,2009-12-13,23
19534,2009-12-17,10
19534,2009-12-26,12
19534,2009-12-31,15
19534,2010-01-08,19
19534,2010-01-09,29
19534,2010-01-12,43
19534,2010-01-15,11
19534,2010-01-16,25
19534,2010-01-20,46
19534,2010-01-22,21
19534,2010-01-24,25
19534,2010-01-25,39
19534,2010-01-27,11
19534,2010-01-28,23
19534,2010-01-29,33
19534,2010-02-06,39
19534,2010-02-07,52
19534,2010-02-14,29
19534,2010-02-24,32
19534,2010-03-06,16
19534,2010-03-07,30
19534,2010-03-09,13
19534,2010-03-10,11
19534,2010-03-11,9
19534,2010-03-12,15
19534,2010-03-13,4
19534,2010-03-14,23
19534,2010-03-15,35
19534,2010-03-16,3
19534,2010-03-18,25
19534,2010-03-19,14
19534,2010-03-20,26
19534,2010-03-21,6
19534,2010-04-18,68
19534,2010-06-14,17
19534,2010-06-16,16
19534,2010-06-17,12
19534,2010-06-18,52
19534,2010-07-21,47
19534,2010-07-22,17
19534,2010-07-23,12
19534,2010-07-25,10
19534,2010-07-28,12
19534,2010-07-31,20
19534,2010-08-09,16
19534,2010-08-20,8
19534,2010-08-21,9
19534,2010-09-29,10
19534,2010-10-01,12
19534,2010-10-03,41
19534,2010-10-04,20
19534,2010-10-07,10
19534,2010-10-09,14
19534,2010-10-12,12
19534,2010-11-04,19
19534,2010-11-05,24
19534,2010-11-06,34
19534,2010-11-07,24
19534,2010-11-10,74
19534,2010-11-17,57
19534,2010-11-18,27
19534,2010-11-19,15
19534,2010-11-21,12
19534,2010-11-23,28
19534,2010-11-24,53
19534,2010-11-25,13
19534,2010-11-26,7
19534,2010-11-27,20
19534,2010-11-28,9
19534,2010-11-30,10
19534,2010-12-03,18
19534,2010-12-08,12
19534,2010-12-09,64
19534,2010-12-14,10
19534,2010-12-22,13
19534,2010-12-26,13
19534,2011-01-26,29
19534,2011-01-27,27
19534,2011-02-20,52
19534,2011-02-24,21
19534,2011-02-25,26
19534,2011-03-10,8
19534,2011-03-11,6
19534,2011-03-12,19
19534,2011-03-13,7
19534,2011-03-14,7
19534,2011-03-15,6
19534,2011-03-16,6
19534,2011-03-18,6
19534,2011-03-19,8
19534,2011-04-08,10
19534,2011-04-09,9
19534,2011-04-10,12
19534,2011-04-17,14
19534,2011-04-21,13
19534,2011-04-22,10
19534,2011-05-07,10
19534,2011-06-13,29
19534,2011-06-24,11
19534,2011-06-26,12
19534,2011-06-28,9
19534,2011-06-29,17
19658,2009-12-04,11
19658,2009-12-05,17
19658,2009-12-06,28
19658,2009-12-07,14
19658,2009-12-10,9
19658,2009-12-15,9
19658,2009-12-19,21
19658,2009-12-21,13
19658,2009-12-22,10
19658,2009-12-23,13
19658,2009-12-27,22
19658,2010-01-09,30
19658,2010-01-10,31
19658,2010-01-12,13
19658,2010-01-14,13
19658,2010-01-16,26
19658,2010-01-17,41
19658,2010-01-18,30
19658,2010-01-20,19
19658,2010-01-21,34
19658,2010-01-22,15
19658,2010-01-23,25
19658,2010-01-24,40
19658,2010-01-25,41
19658,2010-01-27,53
19658,2010-01-29,13
19658,2010-01-30,16
19658,2010-01-31,10
19658,2010-02-03,23
19658,2010-02-06,14
19658,2010-02-07,11
19658,2010-02-10,22
19658,2010-02-11,18
19658,2010-02-12,10
19658,2010-02-13,15
19658,2010-02-14,15
19658,2010-02-15,31
19658,2010-02-16,11
19658,2010-02-19,14
19658,2010-02-20,35
19658,2010-02-21,32
19658,2010-02-26,12
19658,2010-02-28,23
19658,2010-03-03,10
19658,2010-03-04,14
19658,2010-03-06,17
19658,2010-03-14,10
19658,2010-03-21,14
19658,2010-03-27,38
19658,2010-04-03,14
19658,2010-04-10,34
19658,2010-04-12,19
19658,2010-04-13,23
19658,2010-04-16,16
19658,2010-04-17,37
19658,2010-04-18,22
19658,2010-04-25,13
19658,2010-05-01,10
19658,2010-05-02,22
19658,2010-05-03,14
19658,2010-05-09,13
19658,2010-05-10,17
19658,2010-05-13,9
19658,2010-05-23,15
19658,2010-11-13,8
19658,2011-03-07,10
19658,2011-03-11,10
19658,2011-06-11,24
19768,2009-12-19,14
19768,2009-12-22,24
19768,2010-01-10,20
19768,2010-01-22,19
19768,2010-02-08,33
19768,2010-02-11,11
19768,2010-02-14,19
19768,2010-02-19,13
19768,2010-02-24,15
19768,2010-02-26,17
19768,2010-02-27,19
19768,2010-03-02,21
19768,2010-03-03,12
19768,2010-03-05,27
19768,2010-03-06,38
19768,2010-03-07,15
19768,2010-03-08,19
19768,2010-03-10,37
19768,2010-03-12,23
19768,2010-03-13,150
19768,2010-03-14,125
19768,2010-03-15,17
19768,2010-03-17,28
19768,2010-03-18,56
19768,2010-03-19,27
19768,2010-03-20,16
19768,2010-03-21,25
19768,2010-03-22,47
19768,2010-03-23,22
19768,2010-03-24,15
19768,2010-03-25,32
19768,2010-03-26,48
19768,2010-03-27,24
19768,2010-03-28,18
19768,2010-03-30,35
19768,2010-03-31,48
19768,2010-04-01,38
19768,2010-04-02,26
19768,2010-04-05,28
19768,2010-04-08,15
19768,2010-04-11,13
19768,2010-04-14,11
19768,2010-04-16,33
19768,2010-04-23,16
19768,2010-04-26,37
19768,2010-05-07,13
19768,2010-05-27,53
19768,2010-05-29,12
19768,2010-06-09,9
19768,2010-06-17,13
19768,2010-06-18,11
19768,2010-06-24,13
19768,2010-07-17,9
19768,2010-07-22,54
19768,2010-07-23,21
19768,2010-07-25,39
19768,2010-08-01,67
19768,2010-08-14,51
19768,2010-08-15,10
19768,2010-08-21,21
19768,2010-08-23,17
19768,2010-08-24,12
19768,2010-08-25,13
19768,2010-09-03,108
19768,2010-09-05,50
19768,2010-09-06,116
19768,2010-09-07,10
19768,2010-09-13,20
19768,2010-09-15,12
19768,2010-09-19,11
19768,2010-09-21,63
19768,2010-09-25,13
19768,2010-10-08,98
19768,2010-10-09,71
19768,2010-10-10,48
19768,2010-10-23,16
19768,2010-11-07,31
19768,2010-11-21,30
19768,2010-12-23,10
19768,2010-12-24,42
19768,2011-01-12,11
19768,2011-02-11,11
19768,2011-02-24,27
19768,2011-02-25,13
19768,2011-02-28,60
19768,2011-03-01,14
19768,2011-03-17,23
19768,2011-04-14,9
19768,2011-04-24,26
19768,2011-04-27,13
19768,2011-05-12,107
19768,2011-05-13,10
19768,2011-05-17,12
19768,2011-05-18,25
19768,2011-05-19,10
19768,2011-06-01,52
19893,2010-02-05,12
19893,2010-03-10,10
19893,2010-03-12,11
19893,2010-03-27,30
19893,2010-03-28,34
19893,2010-03-29,97
19893,2010-05-02,10
19893,2010-05-04,11
19893,2010-05-18,12
19893,2010-05-31,58
19893,2010-06-02,79
19893,2010-06-03,17
19893,2010-06-04,55
19893,2010-06-05,17
19893,2010-06-07,112
19893,2010-06-08,69
19893,2010-06-09,184
19893,2010-06-10,67
19893,2010-06-11,37
19893,2010-06-12,18
19893,2010-06-14,123
19893,2010-06-15,45
19893,2010-06-17,90
19893,2010-06-19,36
19893,2010-06-20,19
19893,2010-06-21,118
19893,2010-06-22,54
19893,2010-06-24,17
19893,2010-06-25,24
